#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B81678
#Date Time: 2025-03-28 22:32:54.654
#Trace: Trace 1
#Start: 0 Hz
#Stop: 20000 Hz
#BINs: 4097
#Rate: 40000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.43531 V
#Offset: -0.000212314 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.42122 V
#Offset: 0.000158598 V
#Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1.2 kHz
#Period: 833.3333333 us
#Amplitude: 2 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

#2,4kHz
#100 ohm 
#rms foru
Frequency (Hz),Trace 1 (V),Phase (deg)
0,0.002700791305354608,0
4.8828125,0.002594344308083004,179.61227851312
9.765625,0.001740562317564208,179.0774707616916
14.6484375,0.0005510226538862962,176.4485868746865
19.53125,6.031534447825794e-05,157.8660142173636
24.4140625,3.81559370167455e-06,128.128742351068
29.296875,1.186707934403049e-05,84.10866185146335
34.1796875,3.441333415025868e-05,81.67639493364626
39.0625,5.826311480171012e-05,82.47189506563397
43.9453125,6.679568374888049e-05,83.16300755226271
48.828125,6.31618358509094e-05,82.40339587654357
53.7109375,5.497162214948824e-05,83.22730265901008
58.59375,4.425356389657416e-05,77.90669199326983
63.4765625,3.332996746004454e-05,59.61336231837061
68.359375,2.740959003450151e-05,50.79073050130675
73.2421875,2.843492020610347e-05,46.31236528312935
78.125,3.128607585714088e-05,17.3216422619262
83.0078125,3.610264644326512e-05,171.4371332891551
87.890625,3.381810145316247e-05,167.574436835173
92.7734375,2.3414390532122e-05,5.66519995605161
97.65625,1.748783474442678e-05,71.20091852323091
102.5390625,3.772394542664419e-05,118.5845884049882
107.421875,5.666061187955756e-05,132.3929943983727
112.3046875,5.504073485290022e-05,146.398924875621
117.1875,4.254338739177759e-05,150.7659731114278
122.0703125,3.32405463412197e-05,128.0276058706075
126.953125,3.677603186585626e-05,110.8466451651441
131.8359375,4.673200439718958e-05,113.4541767985591
136.71875,4.953344571580247e-05,130.0546985271847
141.6015625,4.560856553485234e-05,175.8640013612984
146.484375,6.998298374289327e-05,30.12456641938936
151.3671875,9.111426510836405e-05,34.45771671191058
156.25,9.68485075050789e-05,30.14259506776214
161.1328125,9.775080808038768e-05,14.96206395975747
166.015625,9.504699511203486e-05,179.5246160308517
170.8984375,6.188597459390622e-05,170.9153273736319
175.78125,5.549882857438234e-06,153.0824170395704
180.6640625,4.369151457815379e-05,158.0133158607464
185.546875,7.388905146427139e-05,159.308156387696
190.4296875,8.358295110044226e-05,167.4338938854061
195.3125,7.143019942853107e-05,178.3519298021406
200.1953125,5.809601017347239e-05,19.3608619340678
205.078125,6.377278794694227e-05,39.70448063381796
209.9609375,7.599230612508649e-05,54.69760787594738
214.84375,7.878705675419893e-05,71.16856761508737
219.7265625,6.854258343055687e-05,88.76237367127304
224.609375,6.154335175996922e-05,106.0123561216973
229.4921875,4.921068192597073e-05,121.1147114050364
234.375,1.627677454035352e-05,156.7259096203639
239.2578125,3.142906224080276e-05,112.7690094375595
244.140625,6.588178865597077e-05,123.4505004320174
249.0234375,9.402197394248394e-05,122.3543312610915
253.90625,0.0001129087473214351,117.5676574191793
258.7890625,0.0001046551243981898,106.6133151398391
263.671875,7.651376031863085e-05,86.75072599280865
268.5546875,5.419802846206982e-05,63.82712060965045
273.4375,3.848799563785313e-05,42.598244108528
278.3203125,2.307535944774833e-05,5.652453348858256
283.203125,2.31277242312087e-05,68.3066565549493
288.0859375,5.251777903710497e-05,37.16875072185177
292.96875,4.901508371304809e-05,26.03438634904429
297.8515625,4.079818452227703e-05,13.20357386072018
302.734375,2.70352070462843e-05,179.8746914848685
307.6171875,1.411308474416774e-05,122.4027957866044
312.5,1.526738236387161e-05,120.6062567256813
317.3828125,2.063416660383936e-05,176.305277318038
322.265625,3.239745544409065e-05,18.02144631686397
327.1484375,2.818645336039311e-05,31.53451299564356
332.03125,1.423555169737188e-05,90.79693619554882
336.9140625,3.67530857541137e-05,145.2569782307155
341.796875,7.003132791986521e-05,150.7351817106275
346.6796875,8.6136786004268e-05,156.5913404288378
351.5625,7.280835783157478e-05,155.4364744095201
356.4453125,4.273631786819451e-05,138.5740642628798
361.328125,1.929769109467941e-05,82.35961212372341
366.2109375,3.683194862421698e-05,22.77538272152564
371.09375,4.643024761367524e-05,21.55617317413507
375.9765625,3.276714951419668e-05,35.28285417575868
380.859375,2.033764630217792e-05,63.56868768568519
385.7421875,1.882364373955016e-05,107.2966078936982
390.625,2.20954545027619e-05,107.966529692236
395.5078125,1.834101762746924e-05,64.72332714012943
400.390625,1.831125749689991e-05,12.01456799879825
405.2734375,2.552673075953097e-05,155.4674100470959
410.15625,3.813725239995799e-05,120.9096402848922
415.0390625,5.41320072100432e-05,84.49749066236214
419.921875,7.263575772441572e-05,67.303245492234
424.8046875,8.040957376244074e-05,56.77613490990529
429.6875,8.264163383246606e-05,37.74164985650658
434.5703125,7.980302144597192e-05,24.59580839331628
439.453125,6.488067380536932e-05,14.33474013490327
444.3359375,4.768428572317848e-05,173.4034786603939
449.21875,3.968024724632396e-05,148.4063155717799
454.1015625,3.83245876059993e-05,132.8878952583527
458.984375,3.28110177293069e-05,109.3460336863613
463.8671875,2.893434214909465e-05,73.00300300234662
468.75,3.453688717539703e-05,34.46060096423636
473.6328125,6.140000465465295e-05,16.96085526328195
478.515625,8.260906353497824e-05,14.43668372530274
483.3984375,8.706075645471893e-05,10.29711756158987
488.28125,8.991427720286394e-05,8.062035094320757
493.1640625,8.970628307047626e-05,9.745243250613076
