#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B81678
#Date Time: 2025-03-28 22:41:58.792
#Trace: Trace 1
#Start: 0 Hz
#Stop: 20000 Hz
#BINs: 4097
#Rate: 40000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.43531 V
#Offset: -0.000212314 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.42122 V
#Offset: 0.000158598 V
#Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1.2 kHz
#Period: 833.3333333 us
#Amplitude: 2 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

#2,4kHz
#raw
#
Frequency (Hz),Trace 1 (V),Phase (deg)
0,0.5928794636041852,0
4.8828125,0.5721347367062158,0.02079009720827782
9.765625,0.38234168903523,0.04013873352375676
14.6484375,0.1149078484355258,0.05563727834389834
19.53125,0.008253307934621616,0.09599097091566637
24.4140625,2.175296743231428e-05,100.2481070262787
29.296875,4.226488364196955e-05,60.30182766388717
34.1796875,6.385147594750907e-05,39.66961246212667
39.0625,7.766161325698462e-05,23.16332883419581
43.9453125,7.57864427477249e-05,10.1950841609078
48.828125,5.22235150288306e-05,166.4154928231093
53.7109375,3.589874277045413e-05,137.4916289060196
58.59375,1.275588938500548e-05,125.3971479496646
63.4765625,1.994166030378954e-05,26.54905898945794
68.359375,2.758475146436589e-05,8.419852867539962
73.2421875,3.101232433663337e-05,135.3042428770011
78.125,3.761080693199408e-05,136.5420276941513
83.0078125,3.664267656358963e-05,152.066993470255
87.890625,2.998841242643725e-05,131.882504994918
92.7734375,2.095057632365635e-05,129.3165695855617
97.65625,2.482645895143056e-05,34.01106842919557
102.5390625,4.207752721581343e-05,45.2664175699911
107.421875,5.263962468047904e-05,32.63077836974266
112.3046875,7.532965383093465e-05,26.2547190935362
117.1875,8.27751988557756e-05,22.50651854387716
122.0703125,6.87470535086802e-05,19.14051297446663
126.953125,5.528927667982354e-05,26.43433861763717
131.8359375,4.827328590977755e-05,57.78507076892295
136.71875,4.583047656300359e-05,92.06098602147043
141.6015625,4.139442961341729e-05,117.87969264372
146.484375,5.261546041932729e-05,130.2381202759461
151.3671875,6.59903410780705e-05,136.7204755013503
156.25,6.946701675069254e-05,153.8051465257852
